,Age,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,Work_accident,YearsInCurrentRole,YearsWithCurrManager,average_montly_hours,last_evaluation,number_project,satisfaction_level_Combined,YearsAtCompanyCombied,salary_combined,BusinessTravel_numerical,Gender_numerical,EducationField_numerical,MaritalStatus_numerical,OverTime_numerical,JobRole_numerical,department_combined,promotion_5_year_combined,MonthtlyRateNormalized,actual,predicted
2595,22.0,10.0,1.0,3.0,1.0,0.0,17.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,200.0,0.72,4.0,2.0,1.0,1,2.0,0.0,0.0,0.0,0.0,6.0,2,1,4.0,1,1
8602,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,226.0,0.98,5.0,1.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0,0,0
3912,34.0,1.0,3.0,3.0,1.0,1.0,13.0,3.0,1.0,0.0,13.0,1.0,3.0,0.0,9.0,9.0,200.0,0.72,4.0,1.0,15.0,0,1.0,0.0,0.0,0.0,1.0,2.0,1,1,1.0,1,1
3189,30.0,5.0,3.0,2.0,1.0,4.0,12.0,3.0,3.0,0.0,9.0,3.0,2.0,0.0,4.0,3.0,200.0,0.72,4.0,1.0,1.0,1,2.0,1.0,1.0,0.0,1.0,2.0,2,1,0.0,1,1
5226,48.0,1.0,1.0,2.0,3.0,2.0,14.0,3.0,2.0,1.0,23.0,3.0,2.0,0.0,7.0,8.0,200.0,0.72,4.0,3.0,23.0,2,1.0,0.0,4.0,1.0,0.0,0.0,1,1,2.0,1,1
19774,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,111.0,0.73,2.0,2.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
8824,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,224.0,0.6,4.0,4.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
12555,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,214.0,0.56,2.0,3.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
1710,30.0,8.0,2.0,3.0,1.0,0.0,11.0,3.0,2.0,0.0,3.0,2.0,2.0,0.0,3.0,2.0,200.0,0.72,4.0,2.0,2.0,1,1.0,1.0,4.0,0.0,0.0,2.0,1,1,1.0,1,1
7558,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,130.0,0.83,5.0,4.0,4.0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,1,0
16865,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,168.0,0.85,5.0,4.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
14275,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,256.0,0.36,3.0,3.0,6.0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
14726,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,149.0,0.64,4.0,3.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
7049,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,126.0,0.53,2.0,2.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,1,0
14073,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,253.0,0.59,3.0,4.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
4097,27.0,20.0,3.0,2.0,2.0,1.0,19.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,6.0,6.0,200.0,0.72,4.0,3.0,8.0,1,2.0,0.0,4.0,0.0,0.0,1.0,2,1,0.0,1,1
10159,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,164.0,0.96,5.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
13811,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,133.0,0.59,4.0,4.0,4.0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
6491,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,301.0,0.56,3.0,2.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,1,1
3686,43.0,1.0,1.0,2.0,3.0,2.0,11.0,3.0,2.0,0.0,27.0,1.0,1.0,0.0,5.0,7.0,200.0,0.72,4.0,3.0,11.0,2,1.0,1.0,0.0,1.0,0.0,3.0,1,1,2.0,1,1
16883,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,163.0,0.72,6.0,3.0,4.0,2,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,0,0
17454,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,164.0,0.82,3.0,4.0,3.0,2,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
19372,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,113.0,0.66,4.0,4.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
14965,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,224.0,0.51,3.0,4.0,4.0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
322,32.0,2.0,1.0,4.0,2.0,7.0,16.0,3.0,3.0,0.0,10.0,0.0,2.0,0.0,7.0,7.0,200.0,0.72,4.0,4.0,7.0,1,1.0,0.0,2.0,0.0,0.0,1.0,2,1,1.0,0,1
5800,31.0,4.0,2.0,3.0,1.0,3.0,15.0,3.0,2.0,0.0,5.0,2.0,1.0,0.0,1.0,1.0,200.0,0.72,4.0,1.0,4.0,1,2.0,1.0,0.0,0.0,0.0,8.0,3,1,3.0,1,1
7649,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,253.0,0.99,4.0,4.0,5.0,1,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,1,0
4985,25.0,6.0,3.0,3.0,1.0,5.0,12.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,200.0,0.72,4.0,3.0,1.0,1,2.0,1.0,2.0,1.0,1.0,2.0,2,1,3.0,1,1
7588,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,240.0,0.87,5.0,4.0,6.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,1,0
10924,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,104.0,0.89,3.0,4.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
383,22.0,11.0,1.0,3.0,1.0,1.0,13.0,3.0,4.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,200.0,0.72,4.0,2.0,2.0,0,1.0,0.0,2.0,1.0,0.0,1.0,2,1,4.0,0,1
14377,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,159.0,0.83,4.0,3.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0,0,0
14329,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,154.0,0.64,6.0,1.0,5.0,1,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0,0,0
20382,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,254.0,0.89,4.0,4.0,7.0,0,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0,0,0
14426,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,179.0,0.85,5.0,2.0,5.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
9958,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,127.0,0.58,5.0,4.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
3142,29.0,3.0,2.0,2.0,1.0,7.0,17.0,3.0,3.0,0.0,5.0,3.0,1.0,0.0,3.0,6.0,200.0,0.72,4.0,1.0,6.0,0,1.0,0.0,0.0,0.0,1.0,2.0,2,1,0.0,1,1
664,36.0,14.0,3.0,3.0,2.0,0.0,17.0,3.0,1.0,1.0,17.0,2.0,2.0,0.0,8.0,11.0,200.0,0.72,4.0,4.0,16.0,2,1.0,1.0,0.0,1.0,1.0,4.0,2,1,0.0,0,0
4343,27.0,12.0,2.0,3.0,1.0,1.0,14.0,3.0,3.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,200.0,0.72,4.0,3.0,1.0,0,1.0,1.0,0.0,2.0,1.0,8.0,2,1,4.0,1,1
9791,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,193.0,0.89,5.0,3.0,4.0,1,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0,0,0
3894,53.0,2.0,1.0,1.0,5.0,3.0,13.0,3.0,4.0,1.0,35.0,2.0,3.0,0.0,14.0,5.0,200.0,0.72,4.0,2.0,31.0,2,1.0,1.0,0.0,1.0,1.0,5.0,2,0,4.0,1,1
5621,39.0,12.0,3.0,2.0,1.0,5.0,15.0,3.0,2.0,0.0,5.0,2.0,3.0,0.0,0.0,1.0,200.0,0.72,4.0,2.0,1.0,0,1.0,1.0,2.0,1.0,1.0,1.0,2,1,2.0,1,1
2150,33.0,18.0,2.0,2.0,2.0,1.0,22.0,3.0,3.0,0.0,10.0,4.0,2.0,0.0,6.0,3.0,200.0,0.72,4.0,2.0,4.0,2,2.0,0.0,3.0,0.0,1.0,2.0,1,1,4.0,1,1
7729,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,131.0,0.55,2.0,2.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0,1,0
9395,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,249.0,0.74,5.0,4.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
12304,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,159.0,0.5,5.0,3.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,0,0
7802,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,154.0,0.57,2.0,2.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,1,0
7369,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,269.0,0.95,7.0,1.0,5.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,1,1
17814,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,222.0,0.49,4.0,2.0,3.0,2,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0,0,0
5549,46.0,17.0,3.0,2.0,1.0,2.0,11.0,3.0,3.0,0.0,5.0,2.0,2.0,0.0,1.0,0.0,200.0,0.72,4.0,4.0,1.0,0,1.0,0.0,5.0,2.0,0.0,2.0,3,1,1.0,1,1
2712,32.0,21.0,3.0,1.0,1.0,0.0,14.0,3.0,2.0,0.0,4.0,3.0,2.0,0.0,2.0,0.0,200.0,0.72,4.0,3.0,2.0,0,2.0,0.0,3.0,1.0,1.0,6.0,2,1,2.0,1,1
3784,29.0,13.0,2.0,2.0,1.0,5.0,15.0,3.0,3.0,0.0,3.0,2.0,3.0,0.0,2.0,0.0,200.0,0.72,4.0,2.0,2.0,0,1.0,0.0,0.0,1.0,0.0,1.0,2,1,2.0,1,1
19713,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,187.0,0.37,6.0,2.0,10.0,2,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
3350,33.0,15.0,3.0,2.0,2.0,1.0,11.0,3.0,1.0,1.0,8.0,4.0,3.0,0.0,8.0,7.0,200.0,0.72,4.0,1.0,7.0,2,1.0,0.0,3.0,1.0,0.0,0.0,1,0,0.0,1,0
17341,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,269.0,0.97,6.0,1.0,6.0,1,1.0,1.0,2.0,1.0,0.0,2.0,3,0,2.0,0,1
5610,34.0,13.0,3.0,2.0,1.0,3.0,14.0,3.0,3.0,0.0,4.0,4.0,3.0,0.0,0.0,1.0,200.0,0.72,4.0,3.0,1.0,0,2.0,1.0,4.0,0.0,1.0,1.0,2,1,2.0,1,1
1901,51.0,12.0,2.0,2.0,3.0,1.0,11.0,3.0,2.0,1.0,37.0,4.0,2.0,0.0,8.0,6.0,200.0,0.72,4.0,3.0,29.0,2,1.0,0.0,2.0,1.0,0.0,4.0,1,0,0.0,1,0
8575,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,153.0,0.63,4.0,2.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
10297,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,149.0,0.75,3.0,3.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
6385,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,164.0,0.74,4.0,3.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,1,0
1084,34.0,1.0,4.0,2.0,3.0,1.0,14.0,3.0,4.0,0.0,10.0,3.0,3.0,0.0,9.0,6.0,200.0,0.72,4.0,3.0,10.0,2,1.0,1.0,4.0,1.0,1.0,0.0,1,0,2.0,0,0
11811,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,215.0,0.79,5.0,3.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0,0,0
3474,33.0,2.0,3.0,2.0,1.0,3.0,18.0,3.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,200.0,0.72,4.0,3.0,0.0,0,1.0,1.0,2.0,2.0,0.0,2.0,2,1,2.0,1,1
21157,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,242.0,0.98,4.0,4.0,6.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,1,0
8192,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,247.0,0.79,6.0,1.0,4.0,1,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0,1,1
8271,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,148.0,0.65,4.0,4.0,3.0,2,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
14029,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,207.0,0.96,4.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
17386,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,229.0,1.0,4.0,3.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0,0,0
19272,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,170.0,0.81,3.0,2.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
7168,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,153.0,0.5,2.0,2.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,1,0
6246,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,137.0,0.46,2.0,2.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,1,0
12246,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,157.0,0.47,3.0,4.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0,0,0
16098,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,158.0,0.62,3.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
3316,55.0,2.0,1.0,1.0,5.0,6.0,12.0,3.0,4.0,0.0,37.0,2.0,3.0,0.0,2.0,6.0,200.0,0.72,4.0,3.0,26.0,2,1.0,1.0,3.0,0.0,1.0,5.0,2,0,4.0,1,1
14450,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,195.0,0.7,5.0,4.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0,0,0
8043,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,266.0,0.85,6.0,1.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,1,1
7998,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,146.0,0.48,2.0,2.0,3.0,2,1.0,1.0,2.0,1.0,0.0,2.0,3,0,2.0,1,0
13528,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,245.0,0.49,2.0,2.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0,0,1
3268,29.0,23.0,2.0,3.0,1.0,1.0,14.0,4.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,200.0,0.72,4.0,1.0,0.0,0,1.0,1.0,2.0,0.0,1.0,2.0,2,1,0.0,1,1
10389,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,163.0,0.58,3.0,4.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
12787,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,231.0,0.55,6.0,1.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,1
14903,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,244.0,1.0,5.0,4.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0,0,0
15774,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,133.0,0.75,5.0,3.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
14171,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,225.0,0.62,5.0,4.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
499,33.0,8.0,3.0,3.0,2.0,0.0,12.0,3.0,4.0,0.0,6.0,3.0,3.0,0.0,0.0,2.0,200.0,0.72,4.0,3.0,5.0,2,1.0,1.0,3.0,2.0,0.0,0.0,1,1,3.0,0,0
8527,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,185.0,0.69,3.0,3.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0,0,0
11896,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,200.0,0.67,3.0,4.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
20616,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,304.0,0.8,6.0,1.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,1,1
3486,31.0,6.0,2.0,2.0,1.0,4.0,15.0,3.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,200.0,0.72,4.0,3.0,1.0,0,2.0,1.0,0.0,2.0,0.0,2.0,2,1,2.0,1,1
2235,29.0,9.0,2.0,1.0,1.0,4.0,16.0,4.0,1.0,0.0,11.0,3.0,4.0,0.0,5.0,4.0,200.0,0.72,4.0,1.0,5.0,1,1.0,0.0,0.0,1.0,0.0,2.0,1,1,4.0,1,1
18491,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,301.0,0.56,3.0,2.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,1,1
10069,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,264.0,0.5,6.0,3.0,6.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
13405,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,169.0,0.58,4.0,3.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
8854,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,259.0,0.51,3.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
14001,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,214.0,0.4,6.0,2.0,6.0,1,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0,0,0
13080,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,169.0,0.66,3.0,2.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0,0,0
19350,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,209.0,0.54,6.0,1.0,5.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
10381,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,134.0,0.81,4.0,3.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
12636,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,141.0,0.56,5.0,4.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
18651,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,151.0,0.78,2.0,2.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,1,1
7495,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,127.0,0.52,2.0,2.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,1,0
13761,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,158.0,0.49,3.0,4.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0,0,0
3507,20.0,5.0,3.0,2.0,1.0,4.0,13.0,3.0,3.0,0.0,4.0,3.0,1.0,0.0,3.0,3.0,200.0,0.72,4.0,2.0,3.0,0,1.0,1.0,0.0,0.0,0.0,2.0,1,1,3.0,1,1
13713,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,253.0,0.96,4.0,4.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
14613,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,263.0,0.55,3.0,4.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0,0,0
11218,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,211.0,0.99,4.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
19890,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,169.0,0.8,5.0,4.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
10935,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,160.0,0.75,5.0,4.0,3.0,2,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0,0,0
9526,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,241.0,0.89,3.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,3,0,2.0,0,0
