Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
24,Yes,Travel_Rarely,892,Sales,1,3,Medical,1,308,2,Male,60,3,1,Sales Representative,4,Single,2182,3415,2,Y,No,14,3,3,80,1,10,3,3,1,0,1,0
36,Yes,Travel_Rarely,679,Research & Development,3,3,Medical,1,44,2,Male,58,3,1,Sales Representative,4,Married,2092,3118,6,Y,Yes,17,3,3,80,1,17,4,3,1,0,0,0
28,Yes,Travel_Rarely,760,Sales,2,3,Technical Degree,1,180,2,Male,60,3,1,Research Scientist,4,Married,2136,3418,4,Y,Yes,19,3,1,80,0,10,5,3,1,0,0,0
32,Yes,Travel_Rarely,825,Sales,4,3,Technical Degree,1,402,3,Male,50,3,1,Research Scientist,4,Single,2289,3402,2,Y,No,14,3,2,80,1,13,5,3,1,0,0,0
30,Yes,Travel_Rarely,625,Sales,2,3,Technical Degree,1,43,3,Male,60,3,1,Research Scientist,4,Married,2152,3341,2,Y,Yes,15,3,3,80,0,5,4,3,1,0,0,0
32,Yes,Travel_Rarely,842,Sales,4,3,Technical Degree,1,42,3,Male,50,3,1,Sales Representative,4,Married,2265,3403,3,Y,Yes,14,3,1,80,1,8,4,3,1,0,0,0
32,Yes,Travel_Rarely,562,Research & Development,2,3,Technical Degree,1,42,3,Male,60,3,1,Research Scientist,4,Married,2226,3401,2,Y,Yes,17,3,2,80,0,11,5,3,1,0,0,0
38,Yes,Travel_Rarely,710,Sales,2,3,Medical,1,53,3,Male,50,3,1,Research Scientist,4,Married,2245,3222,7,Y,No,14,3,3,80,0,16,5,2,1,0,0,0
32,Yes,Travel_Frequently,766,Sales,4,3,Technical Degree,1,44,3,Male,52,3,1,Research Scientist,4,Single,2104,3397,2,Y,No,15,3,1,80,0,12,5,3,1,0,0,0
33,Yes,Travel_Rarely,837,Sales,4,3,Technical Degree,1,44,3,Male,43,3,1,Research Scientist,4,Married,2191,3339,2,Y,No,14,3,3,80,1,15,4,3,1,0,0,0
28,Yes,Travel_Rarely,874,Sales,2,3,Medical,1,284,2,Male,58,3,1,Research Scientist,4,Single,2263,3245,7,Y,Yes,22,3,1,80,0,8,3,2,1,0,1,0
28,Yes,Travel_Rarely,809,Research & Development,4,3,Medical,1,44,2,Male,45,3,1,Sales Representative,4,Married,2286,3329,2,Y,Yes,20,3,2,80,0,18,2,2,1,0,1,0
29,Yes,Travel_Rarely,822,Sales,4,3,Medical,1,112,2,Male,48,3,1,Research Scientist,4,Married,2092,3065,2,Y,Yes,19,3,2,80,0,4,2,2,1,0,0,0
26,Yes,Travel_Rarely,592,Sales,1,3,Technical Degree,1,44,3,Male,58,3,1,Research Scientist,4,Married,2292,3177,4,Y,Yes,14,3,1,80,1,16,4,2,1,0,0,0
27,Yes,Travel_Frequently,790,Research & Development,1,3,Technical Degree,1,43,2,Male,59,3,1,Research Scientist,4,Married,2171,3257,7,Y,Yes,22,3,1,80,0,11,3,2,1,0,1,0
27,Yes,Travel_Frequently,668,Sales,2,3,Medical,1,351,2,Male,60,3,1,Research Scientist,4,Married,2292,3389,2,Y,No,19,3,2,80,1,4,3,2,1,0,1,0
31,Yes,Travel_Rarely,894,Research & Development,2,3,Technical Degree,1,188,3,Male,59,3,1,Research Scientist,4,Married,2250,3310,2,Y,Yes,19,3,1,80,0,5,3,2,1,0,0,0
34,Yes,Travel_Rarely,633,Research & Development,2,3,Technical Degree,1,135,3,Male,60,3,1,Research Scientist,4,Married,2286,3246,5,Y,Yes,14,3,1,80,0,4,3,2,1,0,0,0
27,Yes,Travel_Rarely,718,Research & Development,2,3,Medical,1,493,2,Male,59,3,1,Research Scientist,4,Married,2286,3342,3,Y,No,15,3,1,80,1,4,5,3,1,0,1,0
28,Yes,Travel_Frequently,569,Research & Development,1,3,Medical,1,44,2,Male,54,3,1,Research Scientist,4,Married,2104,3412,2,Y,No,22,3,1,80,1,12,3,2,1,0,0,0
38,Yes,Travel_Rarely,811,Research & Development,4,3,Technical Degree,1,310,3,Male,56,3,1,Research Scientist,4,Single,2196,3377,2,Y,Yes,15,3,2,80,1,14,4,2,1,0,0,0
25,Yes,Travel_Rarely,638,Research & Development,2,3,Technical Degree,1,42,3,Male,58,3,1,Research Scientist,4,Married,2286,3236,5,Y,No,18,3,2,80,1,7,3,2,1,0,1,0
34,Yes,Travel_Rarely,704,Research & Development,3,3,Medical,1,182,3,Male,56,3,1,Research Scientist,4,Married,2242,3388,3,Y,Yes,20,3,2,80,0,14,2,2,1,0,1,0
30,Yes,Travel_Rarely,882,Research & Development,1,3,Medical,1,403,2,Male,53,3,1,Research Scientist,4,Single,2089,3319,2,Y,Yes,15,3,1,80,1,11,2,2,1,0,1,0
32,Yes,Travel_Rarely,594,Research & Development,3,3,Medical,1,43,2,Male,56,3,1,Sales Representative,4,Married,2290,3049,2,Y,Yes,14,3,2,80,0,3,3,2,1,0,1,0
28,Yes,Travel_Rarely,865,Research & Development,3,3,Technical Degree,1,44,2,Male,54,3,1,Research Scientist,4,Married,2285,3323,2,Y,Yes,16,3,2,80,1,16,3,2,1,0,1,0
28,Yes,Travel_Rarely,543,Research & Development,3,3,Medical,1,44,2,Male,56,3,1,Sales Representative,4,Married,2152,3314,2,Y,No,18,3,1,80,0,13,2,2,1,0,0,0
24,Yes,Travel_Rarely,663,Research & Development,3,3,Technical Degree,1,56,2,Male,53,3,1,Research Scientist,4,Married,2133,3132,7,Y,Yes,15,3,1,80,0,8,2,3,1,0,0,0
28,Yes,Travel_Frequently,709,Research & Development,3,3,Technical Degree,1,42,2,Male,56,3,1,Sales Representative,4,Single,2274,3295,2,Y,Yes,14,3,2,80,0,12,2,2,1,0,0,0
27,Yes,Travel_Rarely,870,Research & Development,2,3,Medical,1,42,2,Male,44,3,1,Research Scientist,4,Married,2187,3040,2,Y,Yes,15,3,1,80,1,5,3,2,1,0,0,0
34,Yes,Travel_Rarely,888,Sales,3,2,Marketing,1,285,1,Male,72,2,1,Research Scientist,3,Single,2599,3469,7,Y,Yes,21,3,3,80,0,6,3,3,1,0,0,1
33,Yes,Travel_Rarely,864,Research & Development,4,2,Marketing,1,46,2,Male,51,2,1,Sales Representative,3,Married,2356,3519,1,Y,Yes,19,3,3,80,0,18,2,3,2,0,0,0
46,Yes,Travel_Rarely,871,Sales,4,2,Marketing,1,113,1,Male,58,2,1,Sales Representative,3,Married,2103,3741,1,Y,Yes,18,3,3,80,0,3,2,3,2,1,0,1
47,Yes,Travel_Rarely,612,Sales,3,2,Technical Degree,1,45,2,Male,69,2,1,Sales Representative,3,Married,2654,3572,4,Y,Yes,14,3,3,80,0,15,4,3,1,1,0,0
37,Yes,Travel_Frequently,842,Research & Development,3,2,Technical Degree,1,44,1,Male,78,2,1,Research Scientist,3,Married,2333,3586,6,Y,Yes,22,3,3,80,0,9,3,3,1,1,0,0
47,Yes,Travel_Frequently,701,Sales,3,2,Marketing,1,352,2,Male,80,2,1,Sales Representative,3,Married,2674,3462,1,Y,No,18,3,3,80,0,3,3,3,1,1,0,1
44,Yes,Travel_Rarely,894,Research & Development,3,2,Technical Degree,1,190,3,Male,76,2,1,Research Scientist,3,Married,2560,3371,1,Y,Yes,18,3,3,80,0,3,3,3,2,0,0,1
42,Yes,Travel_Rarely,660,Sales,3,2,Technical Degree,1,136,3,Male,80,2,1,Sales Representative,3,Married,2354,3597,5,Y,Yes,14,3,3,80,0,3,3,3,1,1,0,1
37,Yes,Travel_Rarely,758,Sales,3,2,Marketing,1,493,2,Male,77,2,1,Research Scientist,3,Married,2355,3506,2,Y,No,14,3,3,80,0,3,5,3,2,1,0,1
36,Yes,Travel_Frequently,586,Sales,3,2,Marketing,1,46,2,Male,72,2,1,Research Scientist,3,Married,2139,3440,2,Y,No,21,3,3,80,0,11,3,3,1,1,0,0
39,Yes,Travel_Rarely,867,Sales,4,2,Technical Degree,1,311,2,Male,60,2,1,Sales Representative,3,Single,2404,3473,2,Y,Yes,14,3,3,80,0,13,4,3,1,1,0,0
44,Yes,Travel_Rarely,666,Research & Development,3,2,Technical Degree,1,43,2,Male,70,2,1,Sales Representative,3,Married,2663,3484,5,Y,No,17,3,3,80,0,5,3,3,1,1,0,0
42,Yes,Travel_Rarely,742,Sales,4,2,Marketing,1,183,3,Male,59,2,1,Research Scientist,3,Married,2536,3463,3,Y,Yes,19,3,3,80,0,13,2,3,2,0,0,1
44,Yes,Travel_Rarely,890,Sales,3,2,Marketing,1,403,2,Male,69,2,1,Research Scientist,3,Single,2095,3528,2,Y,Yes,14,3,3,80,0,10,2,3,1,1,0,0
43,Yes,Travel_Rarely,615,Sales,4,2,Marketing,1,44,2,Male,58,2,1,Sales Representative,3,Married,2550,3781,2,Y,Yes,14,3,3,80,0,3,3,3,1,0,0,0
35,Yes,Travel_Rarely,885,Sales,3,2,Technical Degree,1,46,2,Male,71,2,1,Sales Representative,3,Married,2324,3524,1,Y,Yes,14,3,3,80,0,16,3,3,1,1,0,0
36,Yes,Travel_Rarely,556,Research & Development,4,2,Marketing,1,46,2,Male,60,2,1,Sales Representative,3,Married,2278,3532,2,Y,No,17,3,3,80,0,12,2,3,2,0,0,1
48,Yes,Travel_Rarely,695,Sales,4,2,Technical Degree,1,58,1,Male,69,2,1,Research Scientist,3,Married,2223,3640,7,Y,Yes,14,3,3,80,0,5,2,3,2,0,0,0
36,Yes,Travel_Frequently,748,Sales,3,2,Technical Degree,1,42,1,Male,75,2,1,Sales Representative,3,Single,2629,3550,2,Y,Yes,14,3,3,80,0,10,2,3,1,0,0,1
37,Yes,Travel_Rarely,887,Sales,3,2,Marketing,1,43,1,Male,49,2,1,Research Scientist,3,Married,2378,3790,2,Y,Yes,14,3,3,80,0,3,3,3,1,1,0,0
27,Yes,Travel_Rarely,1331,Research & Development,16,3,Life Sciences,1,60,1,Male,41,2,1,Laboratory Technician,3,Single,2316,10396,1,Y,Yes,12,3,3,80,0,4,2,2,6,1,0,1
27,Yes,Travel_Rarely,1357,Research & Development,5,3,Life Sciences,1,128,1,Male,49,2,1,Research Scientist,3,Married,3234,11029,3,Y,Yes,12,3,3,80,0,17,2,2,1,1,0,6
34,Yes,Travel_Rarely,1353,Research & Development,4,3,Life Sciences,1,56,1,Male,49,1,1,Laboratory Technician,3,Married,2455,10525,1,Y,Yes,12,3,3,80,0,1,2,2,1,0,1,3
30,Yes,Travel_Rarely,1405,Research & Development,18,3,Technical Degree,1,372,1,Male,40,2,1,Laboratory Technician,3,Married,2375,10444,1,Y,No,12,3,3,80,2,14,2,2,1,0,1,1
27,Yes,Travel_Rarely,1361,Research & Development,19,3,Life Sciences,1,469,1,Male,44,1,1,Laboratory Technician,3,Single,2391,10920,1,Y,Yes,12,3,3,80,0,7,2,2,6,0,0,1
31,Yes,Travel_Rarely,1388,Research & Development,12,3,Life Sciences,1,61,2,Male,45,2,1,Laboratory Technician,3,Single,2317,11121,3,Y,Yes,12,3,3,80,2,1,2,2,1,0,0,2
37,Yes,Travel_Rarely,1323,Research & Development,18,3,Life Sciences,1,58,1,Male,43,2,1,Laboratory Technician,3,Single,2327,10349,2,Y,No,12,3,3,80,0,1,2,2,1,1,1,1
43,Yes,Travel_Rarely,1396,Research & Development,18,3,Life Sciences,1,56,1,Male,45,1,1,Laboratory Technician,3,Married,3240,10903,1,Y,No,12,3,3,80,0,1,2,2,1,0,1,2
27,Yes,Travel_Rarely,1377,Research & Development,12,3,Life Sciences,1,64,1,Male,44,1,1,Laboratory Technician,3,Single,3237,11049,1,Y,Yes,12,3,3,80,0,1,2,3,1,0,0,1
27,Yes,Travel_Rarely,1410,Research & Development,24,3,Life Sciences,1,184,1,Male,48,2,1,Laboratory Technician,3,Single,2445,11156,5,Y,Yes,12,3,3,80,1,10,2,2,1,0,1,4
50,Yes,Travel_Rarely,1357,Research & Development,7,3,Life Sciences,1,60,1,Male,36,2,1,Laboratory Technician,3,Single,2371,11103,5,Y,No,12,3,3,80,0,12,2,2,1,0,1,5
26,Yes,Travel_Rarely,1395,Research & Development,15,3,Life Sciences,1,849,1,Male,40,1,1,Laboratory Technician,3,Single,2298,10402,1,Y,Yes,12,3,3,80,1,3,2,2,5,0,0,1
42,Yes,Travel_Rarely,1381,Research & Development,9,3,Life Sciences,1,57,1,Male,35,2,1,Laboratory Technician,3,Single,2334,11120,1,Y,Yes,12,3,3,80,0,12,2,2,1,1,0,1
37,Yes,Travel_Rarely,1328,Research & Development,24,3,Life Sciences,1,62,2,Male,48,1,1,Laboratory Technician,3,Single,2458,11014,5,Y,No,12,3,3,80,2,8,2,2,5,0,0,4
40,Yes,Travel_Rarely,1405,Research & Development,9,3,Life Sciences,1,520,2,Male,34,1,1,Research Scientist,3,Single,2675,10603,5,Y,Yes,12,3,3,80,0,1,2,2,1,1,0,6
27,Yes,Travel_Rarely,1335,Research & Development,8,3,Technical Degree,1,228,2,Male,48,1,1,Laboratory Technician,3,Married,3328,11020,1,Y,Yes,12,3,3,80,2,15,2,2,9,0,0,1
27,Yes,Travel_Rarely,1416,Research & Development,9,3,Life Sciences,1,218,2,Male,35,1,1,Research Scientist,3,Single,2406,11008,5,Y,Yes,12,3,3,80,0,11,2,2,1,1,1,3
26,Yes,Travel_Rarely,1389,Research & Development,14,3,Life Sciences,1,55,1,Male,48,1,1,Laboratory Technician,3,Married,2422,10477,1,Y,No,12,3,3,80,0,3,2,3,4,0,1,1
27,Yes,Travel_Rarely,1379,Research & Development,6,3,Technical Degree,1,1052,1,Male,48,1,1,Research Scientist,3,Single,2308,10978,7,Y,No,12,3,3,80,0,9,2,2,7,0,1,2
27,Yes,Travel_Rarely,1333,Research & Development,13,3,Life Sciences,1,851,1,Male,49,1,1,Laboratory Technician,3,Single,2378,10589,6,Y,No,12,3,3,80,1,1,2,2,8,0,1,4
40,Yes,Travel_Rarely,883,Research & Development,7,3,Technical Degree,1,532,2,Female,62,3,4,Sales Executive,2,Single,19589,19804,3,Y,Yes,15,3,4,80,0,23,0,2,12,3,14,4
40,Yes,Travel_Rarely,1361,Sales,2,3,Technical Degree,1,110,2,Female,87,3,4,Manager,1,Married,14336,16880,2,Y,Yes,14,3,4,80,0,23,0,3,21,6,11,4
46,Yes,Travel_Rarely,1289,Research & Development,2,3,Technical Degree,1,190,2,Female,79,3,4,Research Director,2,Married,19849,16994,1,Y,Yes,14,3,4,80,0,22,0,2,20,11,2,6
43,Yes,Travel_Rarely,1435,Research & Development,15,3,Life Sciences,1,283,3,Female,65,3,5,Research Director,2,Married,19088,18741,2,Y,No,12,3,4,80,0,23,1,2,5,14,4,0
40,Yes,Non-Travel,1367,Sales,15,3,Medical,1,352,2,Male,55,3,4,Sales Executive,1,Married,19728,16742,3,Y,Yes,15,3,4,80,0,23,0,2,10,8,14,3
44,Yes,Non-Travel,1409,Research & Development,19,3,Technical Degree,1,664,2,Female,54,3,4,Research Director,2,Married,19409,16997,2,Y,Yes,14,3,4,80,0,22,0,3,5,11,13,6
47,Yes,Travel_Rarely,729,Sales,8,3,Medical,1,342,3,Female,58,3,4,Sales Executive,1,Married,19609,20815,1,Y,No,14,3,4,80,0,22,1,2,18,0,2,4
51,Yes,Travel_Rarely,1421,Research & Development,16,3,Medical,1,236,3,Female,54,3,5,Research Director,2,Married,14301,16719,2,Y,No,12,3,4,80,0,22,0,2,5,12,7,7
40,Yes,Travel_Rarely,1392,Research & Development,19,3,Technical Degree,1,945,2,Female,56,3,4,Sales Executive,2,Married,14319,16906,1,Y,Yes,12,3,4,80,0,22,1,3,16,13,12,7
40,Yes,Non-Travel,1443,Research & Development,11,3,Technical Degree,1,150,2,Female,63,3,5,Sales Executive,2,Married,19830,17042,3,Y,Yes,15,3,4,80,0,23,1,3,1,9,5,5
54,Yes,Travel_Rarely,1360,Research & Development,3,3,Medical,1,582,3,Female,73,3,5,Research Director,2,Single,19691,16975,3,Y,No,12,3,4,80,0,23,1,2,1,10,4,5
40,Yes,Travel_Rarely,1419,Sales,7,3,Medical,1,622,3,Female,63,3,5,Research Director,2,Married,19555,19655,2,Y,Yes,13,3,4,80,0,23,1,2,13,9,8,2
50,Yes,Travel_Rarely,1397,Research & Development,4,3,Technical Degree,1,329,3,Female,74,3,5,Sales Executive,2,Married,19621,16996,1,Y,Yes,14,3,4,80,0,23,0,2,20,4,12,7
47,Yes,Travel_Rarely,824,Research & Development,12,3,Technical Degree,1,766,2,Male,67,3,5,Sales Executive,2,Single,19853,16861,3,Y,No,12,3,4,80,0,23,0,2,12,8,11,5
49,Yes,Travel_Rarely,1434,Research & Development,4,3,Technical Degree,1,388,2,Male,76,3,4,Manager,2,Married,17430,16338,3,Y,Yes,12,3,4,80,0,22,1,3,3,6,7,4
40,Yes,Travel_Rarely,950,Research & Development,21,3,Life Sciences,1,181,2,Female,65,3,5,Research Director,2,Married,13817,16869,1,Y,Yes,12,3,4,80,0,23,0,3,6,14,11,0
40,Yes,Travel_Rarely,1451,Sales,4,3,Technical Degree,1,174,2,Female,74,3,4,Manager,2,Married,19757,16853,3,Y,Yes,13,3,4,80,0,23,0,3,13,4,2,6
40,Yes,Travel_Rarely,1410,Research & Development,6,3,Medical,1,80,2,Female,66,3,4,Sales Executive,2,Married,19786,18037,3,Y,No,12,3,4,80,0,23,0,3,15,4,0,2
40,Yes,Non-Travel,1395,Research & Development,23,3,Life Sciences,1,766,2,Female,60,3,5,Manager,2,Single,19573,16815,4,Y,No,12,3,4,80,0,23,0,2,9,3,3,7
40,Yes,Travel_Rarely,917,Research & Development,19,3,Technical Degree,1,623,2,Female,89,3,5,Sales Executive,2,Married,19705,16320,3,Y,No,12,3,4,80,0,22,1,2,7,9,4,5
51,Yes,Travel_Rarely,983,Sales,1,2,Life Sciences,1,252,1,Male,96,2,2,Research Scientist,2,Married,5467,19426,3,Y,No,14,3,3,80,0,19,1,2,3,1,0,2
51,Yes,Travel_Rarely,627,Research & Development,1,2,Life Sciences,1,59,1,Male,88,2,2,Sales Executive,3,Single,5020,18118,8,Y,No,14,3,2,80,0,8,1,2,1,1,0,4
45,Yes,Travel_Rarely,678,Sales,1,3,Life Sciences,1,116,1,Male,90,2,2,Laboratory Technician,2,Single,5974,19320,8,Y,No,14,3,1,80,0,17,2,2,1,1,5,2
46,Yes,Travel_Rarely,687,Sales,3,2,Medical,1,44,1,Male,95,2,2,Laboratory Technician,3,Single,5349,19386,6,Y,Yes,11,3,3,80,0,11,0,2,6,0,5,6
50,Yes,Travel_Rarely,632,Research & Development,2,2,Life Sciences,1,38,1,Female,97,2,2,Research Scientist,3,Single,5738,18390,3,Y,No,14,3,3,80,0,17,1,2,4,1,0,4
46,Yes,Travel_Rarely,666,Sales,5,2,Life Sciences,1,305,2,Male,97,2,2,Laboratory Technician,2,Single,5371,17891,8,Y,Yes,14,3,1,80,0,18,1,2,6,1,0,1
44,Yes,Travel_Rarely,1098,Research & Development,1,2,Life Sciences,1,177,1,Male,96,2,2,Research Scientist,3,Single,5506,19464,8,Y,Yes,14,3,3,80,0,21,2,2,2,1,0,2
42,Yes,Travel_Rarely,675,Research & Development,3,2,Life Sciences,1,134,1,Male,97,2,2,Laboratory Technician,2,Single,5017,18434,5,Y,Yes,11,3,2,80,0,15,1,2,6,0,3,0
50,Yes,Travel_Rarely,652,Research & Development,5,2,Life Sciences,1,417,1,Male,96,2,2,Research Scientist,2,Single,5019,18068,7,Y,Yes,12,3,3,80,0,15,0,1,2,0,1,0
50,Yes,Travel_Rarely,693,Research & Development,1,3,Life Sciences,1,56,1,Male,94,2,2,Research Scientist,3,Single,5938,17802,8,Y,Yes,14,3,3,80,0,14,2,2,7,1,0,2
41,Yes,Travel_Rarely,626,Research & Development,1,2,Life Sciences,1,272,1,Male,94,2,2,Laboratory Technician,2,Married,5666,17934,8,Y,Yes,12,3,2,80,0,13,0,2,7,0,0,3
49,Yes,Travel_Rarely,674,Research & Development,1,2,Life Sciences,1,15,1,Male,95,2,2,Laboratory Technician,3,Single,5400,19420,5,Y,Yes,13,3,2,80,0,20,2,2,3,1,0,4
43,Yes,Travel_Rarely,656,Research & Development,1,2,Life Sciences,1,172,1,Male,94,2,2,Research Scientist,2,Single,5530,17892,7,Y,No,14,3,2,80,0,13,2,2,1,1,1,0
44,Yes,Travel_Rarely,1027,Research & Development,1,2,Life Sciences,1,345,2,Female,93,2,2,Research Scientist,2,Married,5983,18156,8,Y,Yes,12,3,2,80,0,16,1,2,3,1,0,2
43,Yes,Travel_Rarely,686,Research & Development,1,2,Life Sciences,1,35,2,Female,94,2,2,Sales Executive,3,Single,5234,19180,8,Y,No,11,3,2,80,0,12,2,2,7,1,3,4
50,Yes,Travel_Rarely,933,Research & Development,6,2,Medical,1,53,2,Male,93,2,2,Laboratory Technician,3,Single,4984,18140,8,Y,No,13,3,2,80,0,10,1,2,5,0,1,6
50,Yes,Travel_Rarely,700,Research & Development,1,2,Life Sciences,1,53,2,Male,94,2,2,Sales Executive,3,Single,5795,18172,8,Y,Yes,13,3,3,80,0,14,2,2,3,1,5,1
48,Yes,Travel_Rarely,667,Research & Development,1,3,Life Sciences,1,73,1,Male,93,2,2,Research Scientist,3,Single,5851,19360,3,Y,Yes,12,3,3,80,0,20,1,1,2,3,6,5
50,Yes,Travel_Rarely,654,Research & Development,7,2,Medical,1,2,1,Male,95,2,2,Sales Executive,3,Married,5435,18246,8,Y,Yes,11,3,1,80,0,15,1,2,4,3,5,0
50,Yes,Travel_Rarely,958,Research & Development,5,2,Life Sciences,1,15,1,Male,87,2,2,Research Scientist,2,Single,5693,19214,8,Y,Yes,12,3,3,80,0,20,2,2,5,1,4,2
30,Yes,Travel_Rarely,1382,Sales,8,4,Technical Degree,1,213,2,Male,48,3,1,Laboratory Technician,2,Single,3552,11417,0,Y,No,11,3,2,80,0,3,2,2,2,3,1,2
30,Yes,Travel_Rarely,1422,Research & Development,12,3,Technical Degree,1,106,2,Male,65,2,1,Sales Executive,1,Divorced,3472,11538,1,Y,No,11,3,2,80,0,8,2,1,2,3,1,2
29,Yes,Travel_Rarely,1426,Sales,12,2,Technical Degree,1,106,3,Male,62,3,1,Laboratory Technician,2,Divorced,4209,11227,1,Y,No,11,3,3,80,0,3,2,2,2,1,1,2
28,Yes,Travel_Rarely,721,Sales,12,4,Medical,1,246,2,Male,47,2,1,Laboratory Technician,2,Divorced,3443,11345,0,Y,Yes,15,3,3,80,0,7,2,3,4,1,1,3
29,Yes,Travel_Frequently,1361,Research & Development,11,4,Medical,1,301,2,Male,49,2,1,Laboratory Technician,1,Single,3904,11455,0,Y,No,11,3,3,80,0,4,2,3,2,1,1,3
28,Yes,Travel_Frequently,967,Sales,20,4,Technical Degree,1,254,3,Male,49,3,1,Laboratory Technician,2,Single,3441,11607,1,Y,No,11,3,3,80,0,3,2,1,4,1,1,2
29,Yes,Travel_Rarely,1365,Research & Development,7,3,Medical,1,153,2,Male,48,3,1,Laboratory Technician,1,Single,3603,11486,1,Y,Yes,11,3,2,80,0,2,2,3,2,3,1,2
30,Yes,Travel_Rarely,854,Research & Development,13,4,Medical,1,120,2,Male,49,3,1,Laboratory Technician,2,Divorced,3472,11441,0,Y,Yes,15,3,3,80,0,4,2,3,4,1,1,2
29,Yes,Travel_Rarely,1127,Research & Development,20,4,Technical Degree,1,342,2,Male,48,3,1,Laboratory Technician,2,Single,3472,11553,0,Y,No,13,3,3,80,0,4,2,1,2,1,1,2
30,Yes,Travel_Frequently,647,Research & Development,5,2,Technical Degree,1,138,2,Male,56,3,1,Laboratory Technician,2,Single,4162,11635,1,Y,No,11,3,2,80,0,5,2,1,4,1,1,2
30,Yes,Travel_Rarely,1428,Research & Development,11,4,Medical,1,229,2,Male,46,2,1,Laboratory Technician,2,Single,3810,11594,1,Y,Yes,14,3,2,80,0,6,2,3,4,2,1,2
28,Yes,Travel_Rarely,870,Research & Development,8,4,Medical,1,518,2,Male,47,3,1,Laboratory Technician,2,Single,3466,11407,0,Y,No,12,3,2,80,0,3,2,3,2,1,1,3
30,Yes,Travel_Rarely,1082,Research & Development,10,4,Technical Degree,1,149,2,Male,46,2,1,Laboratory Technician,2,Single,3634,11607,0,Y,No,11,3,3,80,0,6,2,3,2,3,1,2
29,Yes,Travel_Rarely,1375,Research & Development,5,3,Technical Degree,1,286,3,Male,57,2,1,Laboratory Technician,2,Single,4220,11526,1,Y,Yes,14,3,3,80,0,5,2,3,2,1,1,2
29,Yes,Travel_Rarely,729,Research & Development,10,4,Technical Degree,1,330,3,Male,46,3,1,Sales Executive,2,Single,3453,11213,1,Y,No,15,3,2,80,0,5,2,1,4,3,1,2
30,Yes,Travel_Rarely,1389,Research & Development,24,4,Medical,1,164,3,Male,56,3,1,Laboratory Technician,2,Divorced,3475,11531,0,Y,No,12,3,3,80,0,7,2,1,2,2,1,3
30,Yes,Travel_Rarely,564,Research & Development,10,4,Technical Degree,1,158,3,Male,46,3,1,Sales Executive,2,Single,3977,11521,1,Y,No,12,3,3,80,0,6,2,1,3,3,1,2
28,Yes,Travel_Rarely,951,Research & Development,9,2,Medical,1,72,3,Male,57,3,1,Laboratory Technician,2,Divorced,4050,11297,0,Y,Yes,14,3,2,80,0,3,2,1,2,1,1,3
30,Yes,Travel_Frequently,1099,Research & Development,27,4,Medical,1,633,3,Male,54,3,1,Sales Executive,2,Single,3512,11499,1,Y,Yes,16,3,3,80,0,5,2,2,2,1,1,2
29,Yes,Travel_Rarely,1385,Research & Development,19,3,Technical Degree,1,518,2,Male,66,3,1,Laboratory Technician,2,Single,3845,11203,1,Y,Yes,14,3,2,80,0,2,2,3,2,1,1,2
39,Yes,Travel_Rarely,428,Research & Development,6,2,Medical,1,170,3,Male,60,2,1,Sales Representative,2,Single,3292,21584,0,Y,Yes,21,3,1,80,0,4,1,2,5,2,0,0
40,Yes,Travel_Rarely,329,Sales,2,2,Medical,1,107,2,Male,72,2,1,Laboratory Technician,1,Married,3184,21739,2,Y,Yes,20,3,2,80,0,12,0,2,1,1,0,6
34,Yes,Travel_Rarely,334,Research & Development,2,2,Medical,1,112,3,Male,73,2,1,Research Scientist,2,Married,2727,21738,0,Y,Yes,19,3,1,80,0,2,0,2,1,2,0,2
35,Yes,Travel_Rarely,974,Research & Development,12,2,Marketing,1,163,2,Male,56,2,1,Research Scientist,2,Married,3370,21642,0,Y,Yes,18,3,1,80,0,10,1,2,3,0,0,1
39,Yes,Travel_Rarely,384,Sales,12,2,Life Sciences,1,186,3,Female,69,2,1,Sales Representative,1,Married,2989,21748,0,Y,Yes,21,3,1,80,0,6,1,2,6,3,0,1
35,Yes,Travel_Rarely,748,Research & Development,15,2,Medical,1,193,2,Male,71,2,1,Research Scientist,2,Married,3382,21732,2,Y,No,19,3,1,80,0,2,1,2,3,1,0,2
34,Yes,Travel_Rarely,463,Sales,6,2,Life Sciences,1,138,1,Male,65,2,1,Sales Representative,1,Married,3248,21529,0,Y,Yes,19,3,1,80,0,2,2,2,1,2,0,0
33,Yes,Travel_Rarely,851,Research & Development,12,2,Life Sciences,1,120,1,Female,71,2,1,Research Scientist,2,Married,3183,21749,0,Y,Yes,18,3,1,80,0,3,1,2,3,1,0,1
39,Yes,Travel_Rarely,599,Research & Development,16,2,Medical,1,241,2,Male,68,2,1,Sales Representative,2,Married,3183,21738,0,Y,No,17,3,1,80,0,3,2,3,1,0,0,0
